date,gdp_diff,cpi,interest,ppi,une,cps,gdp_gap,lm_positive,lm_negative,vader_positive,vader_negative,words_count,recession,cpi_diff,interest_diff,cps_diff,une_diff,subprime,covid
2014-01-01,0.16270613994329608,0.8,3.2124,0.792324318342266,12.0,18.8,-0.16002680445831174,0.0263691683569979,0.0585337583309185,0.054,0.041,3451,0,0.0,-0.1008,0.10000000000000142,0.0,0,0
2014-02-01,0.1577559051004016,0.7,3.0887,0.302901979893485,12.0,17.2,-0.1568709267034052,0.0235511429231124,0.0669591318402216,0.102,0.058,4331,0,-0.10000000000000009,-0.12370000000000037,-1.6000000000000014,0.0,0,0
2014-03-01,0.15079900856500217,0.5,2.8865,0.660668878951248,11.9,14.8,-0.1649756545061365,0.0345945945945945,0.0616216216216216,0.148,0.052,1850,0,-0.19999999999999996,-0.20219999999999994,-2.3999999999999986,-0.09999999999999964,0,0
2014-04-01,0.1492723530060971,0.7,2.6103,1.54350608264377,11.8,11.2,-0.17885470251333402,0.0236753100338218,0.0707440811724915,0.102,0.073,3548,0,0.19999999999999996,-0.2761999999999998,-3.6000000000000014,-0.09999999999999964,0,0
2014-05-01,0.15639858337189594,0.5,2.555,1.60224442684187,11.7,13.3,-0.18978768378097755,0.0303244005641748,0.0505406676069581,0.112,0.022,4254,0,-0.19999999999999996,-0.055299999999999905,2.1000000000000014,-0.10000000000000142,0,0
2014-06-01,0.17050194546669672,0.5,2.2757,1.56361801119274,11.6,12.2,-0.1907175450953389,0.0267402376910016,0.0687606112054329,0.106,0.093,2356,0,0.0,-0.2793000000000001,-1.1000000000000014,-0.09999999999999964,0,0
2014-07-01,0.18461625387369907,0.4,2.1583,1.42423499837176,11.6,12.6,-0.18154023895922933,0.0405405405405405,0.0526061776061776,0.15,0.056,2072,0,-0.09999999999999998,-0.11739999999999995,0.40000000000000036,0.0,0,0
2014-08-01,0.19571974454470364,0.4,1.9898,1.18414139737445,11.5,10.3,-0.165160237649701,0.0165406427221172,0.0637996219281663,0.051,0.069,4232,0,0.0,-0.1685000000000001,-2.299999999999999,-0.09999999999999964,0,0
2014-09-01,0.203778483629506,0.3,1.8485,0.984077807983606,11.6,8.0,-0.1445033403329461,0.0363506771204561,0.0705630791161796,0.169,0.071,1403,0,-0.10000000000000003,-0.14129999999999998,-2.3000000000000007,0.09999999999999964,0,0
2014-10-01,0.21107551171130012,0.4,1.6899,0.65944193209064,11.6,9.1,-0.12020083613093391,0.0408939610080836,0.0708511650023775,0.126,0.053,2103,0,0.10000000000000003,-0.15860000000000007,1.0999999999999996,0.0,0,0
2014-11-01,0.2186302876691002,0.3,1.6171,0.217545295335904,11.6,9.8,-0.09185452033248964,0.0326481257557436,0.060459492140266,0.07,0.059,827,0,-0.10000000000000003,-0.07279999999999998,0.7000000000000011,0.0,0,0
2014-12-01,0.22557677289950107,-0.2,1.4478,-1.21529784209281,11.5,6.6,-0.05992387954945855,0.028735632183908,0.0726436781609195,0.119,0.123,4350,0,-0.5,-0.1693,-3.200000000000001,-0.09999999999999964,0,0
2015-01-01,0.23016495720469266,-0.6,1.268,-2.94571479683379,11.4,0.2,-0.026612031805413494,0.0300583221175415,0.0520412741139524,0.139,0.045,2229,0,-0.39999999999999997,-0.17979999999999996,-6.3999999999999995,-0.09999999999999964,0,0
2015-02-01,0.23197755610860327,-0.3,1.2106,-2.84528362699567,11.3,1.6,0.005464781780588623,0.0274436090225563,0.0616541353383458,0.113,0.081,2660,0,0.3,-0.05740000000000012,1.4000000000000001,-0.09999999999999964,0,0
2015-03-01,0.22934079653529693,-0.1,0.9518,-2.54238704575687,11.3,3.0,0.03201839507127602,0.0293603635092624,0.0740999650471863,0.115,0.131,2861,0,0.19999999999999998,-0.2587999999999999,1.4,0.0,0,0
2015-04-01,0.2245740385647963,0.2,0.8508,-2.97278953377655,11.2,4.3,0.05107962251062759,0.03137039075399,0.0632911392405063,0.122,0.076,1817,0,0.30000000000000004,-0.10099999999999998,1.2999999999999998,-0.10000000000000142,0,0
2015-05-01,0.21937817309310503,0.6,1.333,-2.24580921749469,11.1,7.3,0.06237794593900503,0.0259974259974259,0.0656370656370656,0.129,0.09,3885,0,0.39999999999999997,0.48219999999999996,3.0,-0.09999999999999964,0,0
2015-06-01,0.21424055650000184,0.5,1.6651,-2.12624018745368,11.1,8.3,0.06612665638051851,0.0194394213381555,0.0361663652802893,0.092,0.028,2212,0,-0.09999999999999998,0.33210000000000006,1.0000000000000009,0.0,0,0
2015-07-01,0.2086537594743021,0.5,1.5286,-2.42375816938689,10.8,7.7,0.06202728374631761,0.0349907918968692,0.0374462860650706,0.125,0.042,1629,0,0.0,-0.13650000000000007,-0.6000000000000005,-0.29999999999999893,0,0
2015-08-01,0.20202428447399257,0.4,1.3923,-3.00495695026356,10.7,6.7,0.04918326827663577,0.0193236714975845,0.0305958132045088,0.08,0.018,621,0,-0.09999999999999998,-0.13629999999999987,-1.0,-0.10000000000000142,0,0
2015-09-01,0.19408300671300083,0.2,1.4809,-3.45809469112431,10.7,6.9,0.026424617975337128,0.0272865083375442,0.074532592218292,0.097,0.137,3958,0,-0.2,0.08860000000000001,0.20000000000000018,0.0,0,0
2015-10-01,0.185342424081,0.4,1.2032,-3.1911523506693,10.7,4.2,-0.006909576768705961,0.028164116828929,0.0789290681502086,0.11,0.121,2876,0,0.2,-0.27770000000000006,-2.7,0.0,0,0
2015-11-01,0.17592878387900157,0.1,1.1532,-2.82698903205055,10.6,7.2,-0.05135581330853256,0.0326975476839237,0.0790190735694822,0.111,0.109,734,0,-0.30000000000000004,-0.050000000000000044,3.0,-0.09999999999999964,0,0
2015-12-01,0.16615372799699912,0.3,1.1933,-2.34165945000582,10.6,7.4,-0.10713846727549026,0.0251585191245653,0.0636121906320311,0.101,0.068,4889,0,0.19999999999999998,0.040100000000000025,0.20000000000000018,0.0,0,0
2016-01-01,0.15709505280099734,0.3,1.1129,-1.5619116640064,10.5,5.8,-0.1734005515590411,0.0345423143350604,0.0850604490500863,0.131,0.117,2316,0,0.0,-0.08040000000000003,-1.6000000000000005,-0.09999999999999964,0,0
2016-02-01,0.14799098561100266,-0.1,1.0397,-2.27746982237733,10.5,7.5,-0.2500394115572959,0.0406410990269032,0.0635374928448769,0.127,0.086,1747,0,-0.4,-0.07319999999999993,1.7000000000000002,0.0,0,0
2016-03-01,0.14125967490400626,0.0,0.9306,-2.50958814112456,10.3,6.0,-0.33452220248636877,0.0375832540437678,0.0803996194100856,0.106,0.115,2102,0,0.1,-0.10910000000000009,-1.5,-0.1999999999999993,0,0
2016-04-01,0.13616948659399952,-0.3,0.9614,-2.23960677283668,10.3,6.5,-0.42503034980038024,0.0236057834169371,0.0767187961050457,0.093,0.109,3389,0,-0.3,0.03080000000000005,0.5,0.0,0,0
2016-05-01,0.13512367885400067,-0.1,0.971,-2.25832800719705,10.2,7.3,-0.5173187900719114,0.0369850187265917,0.0627340823970037,0.144,0.061,2136,0,0.19999999999999998,0.009599999999999942,0.7999999999999998,-0.10000000000000142,0,0
2016-06-01,0.14289434660199163,0.0,0.883,-1.76946936785482,10.2,8.9,-0.6023408489591162,0.0197969543147208,0.0431472081218274,0.073,0.067,3940,0,0.1,-0.08799999999999997,1.6000000000000005,0.0,0,0
2016-07-01,0.1666483269309964,0.2,0.6209,-1.54881157336641,10.0,7.4,-0.6638470901110765,0.0288582183186951,0.0593893768297783,0.101,0.045,2391,0,0.2,-0.2621,-1.5,-0.1999999999999993,0,0
2016-08-01,0.2066556587280104,0.2,0.6133,-1.16403731503229,9.9,7.0,-0.6852762090642415,0.032762836185819,0.0488997555012225,0.114,0.062,2045,0,0.0,-0.007600000000000051,-0.40000000000000036,-0.09999999999999964,0,0
2016-09-01,0.25472301739199565,0.4,0.7341,-0.276314771047628,9.9,8.5,-0.6582141254636866,0.0421245421245421,0.0576923076923076,0.118,0.087,1092,0,0.2,0.12080000000000002,1.5,0.0,0,0
2016-10-01,0.29370914154300465,0.5,0.7703,0.610174564317147,9.8,7.8,-0.591340431708872,0.0408839779005524,0.0662983425414364,0.127,0.061,1810,0,0.09999999999999998,0.03620000000000001,-0.7000000000000002,-0.09999999999999964,0,0
2016-11-01,0.3157962253569906,0.6,1.2307,1.07649395772162,9.9,10.2,-0.5011068167089832,0.0349251603706343,0.0712758374910905,0.139,0.051,1403,0,0.09999999999999998,0.4603999999999999,2.3999999999999995,0.09999999999999964,0,0
2016-12-01,0.3222228725320093,1.1,1.2851,2.55710927891324,9.7,12.3,-0.40268530036743755,0.0343859649122807,0.0649122807017543,0.098,0.058,2850,0,0.5000000000000001,0.054400000000000004,2.1000000000000014,-0.20000000000000107,0,0
2017-01-01,0.32047164197899747,1.7,1.3089,4.24637886446819,9.6,17.5,-0.30373054459222715,0.0350194552529182,0.0713359273670557,0.136,0.072,771,0,0.5999999999999999,0.023800000000000043,5.199999999999999,-0.09999999999999964,0,0
2017-02-01,0.31401104178799244,2.0,1.438,4.9035347217189,9.6,18.3,-0.20840073894427746,0.0315315315315315,0.0844594594594594,0.098,0.089,888,0,0.30000000000000004,0.1291,0.8000000000000007,0.0,0,0
2017-03-01,0.3094154295930025,1.5,1.4544,4.78360127650996,9.5,19.3,-0.11425862295163824,0.0254151135208403,0.0569298542866824,0.111,0.091,5902,0,-0.5,0.01639999999999997,1.0,-0.09999999999999964,0,0
2017-04-01,0.3047155472380041,1.9,1.26,4.74010930344483,9.3,17.6,-0.020821722024862765,0.0212342402123424,0.0656934306569343,0.11,0.084,1507,0,0.3999999999999999,-0.1943999999999999,-1.6999999999999993,-0.1999999999999993,0,0
2017-05-01,0.2995252581339969,1.4,1.1733,3.88576539649485,9.3,16.7,0.07201423646307603,0.0325542570951586,0.0584307178631051,0.139,0.048,1198,0,-0.5,-0.0867,-0.9000000000000021,0.0,0,0
2017-06-01,0.2941013497640057,1.3,1.0707,3.06962904709906,9.1,16.9,0.1646117585751199,0.0283477321814254,0.0580453563714902,0.114,0.104,3704,0,-0.09999999999999987,-0.10260000000000002,0.1999999999999993,-0.20000000000000107,0,0
2017-07-01,0.28967825982100237,1.3,1.2068,2.96343365074106,9.1,15.6,0.2585627870785743,0.0242033780254222,0.0538046317255789,0.127,0.067,5743,0,0.0,0.1361000000000001,-1.299999999999999,0.0,0,0
2017-08-01,0.28538710033899406,1.5,1.0441,3.58170522250214,9.0,15.4,0.35457894540267887,0.0336721728081321,0.0616264294790343,0.133,0.034,1574,0,0.19999999999999996,-0.16270000000000007,-0.1999999999999993,-0.09999999999999964,0,0
2017-09-01,0.27847468591299673,1.6,1.1149,3.80492401465884,8.9,18.0,0.45060071582260264,0.02181633688483,0.04363267376966,0.127,0.044,1971,0,0.10000000000000009,0.07079999999999997,2.5999999999999996,-0.09999999999999964,0,0
2017-10-01,0.26451479395200295,1.4,1.1489,3.79426534133742,8.8,18.5,0.5401177344846673,0.0231644260599793,0.0301964839710444,0.099,0.028,4835,0,-0.20000000000000018,0.03400000000000003,0.5,-0.09999999999999964,0,0
2017-11-01,0.24222934498500592,1.5,0.9467,4.17285669765311,8.8,19.6,0.6153102663478194,0.0270075621173928,0.0731004681310767,0.124,0.115,2777,0,0.10000000000000009,-0.20220000000000005,1.1000000000000014,0.0,0,0
2017-12-01,0.21447615498900063,1.3,0.8786,3.55154926640212,8.7,17.7,0.6711788841719653,0.0287519059028534,0.0690481376606403,0.142,0.093,4591,0,-0.19999999999999996,-0.06809999999999994,-1.9000000000000021,-0.10000000000000142,0,0
2018-01-01,0.18982818223899756,1.3,1.0321,3.03642445699375,8.7,23.3,0.7112543891124119,0.0385674931129476,0.046831955922865,0.157,0.035,1452,0,0.0,0.15349999999999997,5.600000000000001,0.0,0,0
2018-02-01,0.1702149552109944,1.1,1.2695,2.91504771574218,8.6,21.9,0.7409505011557087,0.0388802488335925,0.0834629341627786,0.163,0.089,1929,0,-0.19999999999999996,0.23740000000000006,-1.4000000000000021,-0.09999999999999964,0,0
2018-03-01,0.15414884031800113,1.4,1.1688,3.05951345484618,8.6,19.8,0.7641439140355146,0.0277456647398843,0.0583815028901734,0.136,0.036,1730,0,0.2999999999999998,-0.10070000000000001,-2.099999999999998,0.0,0,0
2018-04-01,0.1358917517610081,1.2,1.1261,3.4351118751012,8.5,20.0,0.7789217807904691,0.0304239401496259,0.0598503740648379,0.112,0.087,2005,0,-0.19999999999999996,-0.04269999999999996,0.1999999999999993,-0.09999999999999964,0,0
2018-05-01,0.11373551266599691,2.0,1.2344,4.6656212867063,8.3,21.1,0.7816100120356566,0.0290091264667535,0.059973924380704,0.13,0.063,3068,0,0.8,0.10829999999999984,1.1000000000000014,-0.1999999999999993,0,0
2018-06-01,0.0909811365600035,2.0,1.2885,5.31692796718041,8.3,21.6,0.7717814401228935,0.022604951560818,0.0365984930032292,0.154,0.023,929,0,0.0,0.05410000000000004,0.5,0.0,0,0
2018-07-01,0.07745077370299214,2.2,1.1986,5.54715014725195,8.1,21.9,0.7587767691909306,0.0296634341129492,0.0462065031374786,0.156,0.027,1753,0,0.20000000000000018,-0.08989999999999987,0.29999999999999716,-0.20000000000000107,0,0
2018-08-01,0.07804115083699514,2.1,1.3655,5.55635332944931,8.0,22.1,0.7567798341871708,0.028969149736644,0.0342362678705793,0.111,0.029,2658,0,-0.10000000000000009,0.16689999999999983,0.20000000000000284,-0.09999999999999964,0,0
2018-09-01,0.09371996705701235,2.1,1.3199,5.75416189819141,8.0,23.9,0.7808894763227556,0.0280667795789983,0.0643600290345995,0.096,0.076,4133,0,0.0,-0.04559999999999986,1.7999999999999972,0.0,0,0
2018-10-01,0.12155735745599827,2.3,1.5554,5.75711543558042,8.1,25.2,0.8432221177466204,0.0245098039215686,0.0522875816993464,0.075,0.061,1836,0,0.19999999999999973,0.23549999999999982,1.3000000000000007,0.09999999999999964,0,0
2018-11-01,0.15720381527999905,1.9,1.4059,4.47441982063578,8.0,25.1,0.9514904454178037,0.0203019260801665,0.0419052576782925,0.124,0.043,3842,0,-0.3999999999999999,-0.14949999999999997,-0.09999999999999787,-0.09999999999999964,0,0
2018-12-01,0.19310939164699903,1.5,1.2121,3.19450598731734,7.9,22.3,1.1057986403218791,0.0371442354076218,0.0385914134105161,0.133,0.03,2073,0,-0.3999999999999999,-0.19379999999999997,-2.8000000000000007,-0.09999999999999964,0,0
2019-01-01,0.2160060410020037,1.4,1.2022,2.33916484466403,7.9,19.2,1.2929167621639976,0.0370975268315445,0.0543630424638357,0.139,0.086,4286,0,-0.10000000000000009,-0.00990000000000002,-3.1000000000000014,0.0,0,0
2019-02-01,0.22092062943299595,1.5,1.1199,2.58283900872314,7.9,21.9,1.4945649451650524,0.0411738939991239,0.0490582566798072,0.15,0.049,2283,0,0.10000000000000009,-0.08230000000000004,2.6999999999999993,0.0,0,0
2019-03-01,0.2101136588229906,1.4,0.9908,2.93653301924295,7.7,20.8,1.6946340395427342,0.0357142857142857,0.0428571428571428,0.138,0.07,980,0,-0.10000000000000009,-0.12909999999999988,-1.0999999999999979,-0.20000000000000018,0,0
2019-04-01,0.19092055749500503,1.7,0.951,3.00427986973196,7.7,19.7,1.8842465346054809,0.0169290672083968,0.0482478415439309,0.116,0.065,5907,0,0.30000000000000004,-0.03980000000000006,-1.1000000000000014,0.0,0,0
2019-05-01,0.16803383609899925,1.2,0.8711,2.16445026303059,7.7,23.2,2.0590997473922243,0.024504692387904,0.0516162669447341,0.097,0.077,3836,0,-0.5,-0.07989999999999997,3.5,0.0,0,0
2019-06-01,0.14425589086199864,1.3,0.5741,0.972361953938838,7.6,21.8,2.2175625407151784,0.0331050228310502,0.0388127853881278,0.18,0.006,876,0,0.10000000000000009,-0.29699999999999993,-1.3999999999999986,-0.10000000000000053,0,0
2019-07-01,0.122064581078007,1.0,0.3569,0.974544972000848,7.5,20.8,2.3603386436425495,0.0413265306122449,0.0494897959183673,0.16,0.043,1960,0,-0.30000000000000004,-0.21720000000000006,-1.0,-0.09999999999999964,0,0
2019-08-01,0.10226306257000317,1.0,0.0993,0.264345616176064,7.4,21.1,2.4887809436668675,0.0365038560411311,0.0570694087403599,0.112,0.07,1945,0,0.0,-0.2576,0.3000000000000007,-0.09999999999999964,0,0
2019-09-01,0.0854649140749899,0.8,0.0478,-0.419531064329669,7.5,19.6,2.6046919946118123,0.0183498178032274,0.0692347735554398,0.089,0.054,7684,0,-0.19999999999999996,-0.0515,-1.5,0.09999999999999964,0,0
2019-10-01,0.07345581004800295,0.7,0.1325,-0.709966915678906,7.5,21.4,2.711487192746162,0.032079207920792,0.0534653465346534,0.166,0.069,2525,1,-0.10000000000000009,0.0847,1.7999999999999972,0.0,0,0
2019-11-01,0.06571420777800085,1.0,0.3016,-0.08352718037836,7.5,19.4,2.8118795102390806,0.0299500831946755,0.057681641708264,0.112,0.081,1803,1,0.30000000000000004,0.16909999999999997,-2.0,0.0,0,0
2019-12-01,0.060200727387993425,1.3,0.3662,1.12176992499021,7.5,20.5,2.9063542416609778,0.0290482076637824,0.0760197775030902,0.087,0.112,1618,1,0.30000000000000004,0.06460000000000005,1.1000000000000014,0.0,0,0
2020-01-01,0.053853939942001716,1.4,0.3162,1.50020764257817,7.5,20.7,2.99213998323593,0.0371724558196221,0.0895795246800731,0.135,0.068,1641,1,0.09999999999999987,-0.050000000000000044,0.1999999999999993,0.0,0,1
2020-02-01,0.04406841994899935,1.2,0.1334,0.632678368600797,7.4,21.4,3.0636580755412695,0.0278526504941599,0.0525606469002695,0.111,0.073,2226,1,-0.19999999999999996,-0.1828,0.6999999999999993,-0.09999999999999964,0,1
2020-03-01,-9.642108947647998,0.7,0.3682,-0.926594037551755,7.2,23.4,-6.557831043401478,0.0147032129243056,0.0544563441640951,0.107,0.05,5509,1,-0.5,0.23480000000000004,2.0,-0.20000000000000018,0,1
2020-04-01,-4.328606956509603,0.3,0.5539,-3.30518473130011,7.4,29.7,-10.875208483264416,0.0195272353545734,0.0308324768756423,0.071,0.012,1946,1,-0.39999999999999997,0.18569999999999992,6.300000000000001,0.20000000000000018,0,1
2020-05-01,-2.1537369047017876,0.1,0.4785,-3.12862804988009,7.6,28.8,-13.029211246852029,0.0219976218787158,0.0472651605231866,0.085,0.046,3364,1,-0.19999999999999998,-0.07539999999999997,-0.8999999999999986,0.1999999999999993,0,1
2020-06-01,3.9998529283075897,0.3,0.3508,-1.93417255667787,8.1,21.8,-9.042469393625268,0.0314783586284429,0.0534007869589657,0.149,0.053,1779,1,0.19999999999999998,-0.12769999999999998,-7.0,0.5,0,1
2020-07-01,3.9494459627588014,0.4,0.2207,-1.37527718838511,8.4,17.6,-5.119424756468277,0.0254329004329004,0.0638528138528138,0.105,0.091,1848,0,0.10000000000000003,-0.1301,-4.199999999999999,0.3000000000000007,0,1
2020-08-01,3.9425075647099987,-0.2,0.1605,-0.776960823125158,8.6,17.0,-1.2164258529436296,0.0309575233981281,0.0439164866810655,0.192,0.041,1389,0,-0.6000000000000001,-0.060200000000000004,-0.6000000000000014,0.1999999999999993,0,1
2020-09-01,0.10044488733601042,-0.3,0.123,-0.733211139547596,8.6,12.6,-1.1680585318309937,0.0413077525450274,0.0557948316366484,0.164,0.063,5108,0,-0.09999999999999998,-0.037500000000000006,-4.4,0.0,0,1
2020-10-01,0.10594771171099637,-0.3,0.0005,-0.571245401217767,8.4,13.6,-1.1261343868182934,0.0380165289256198,0.046694214876033,0.164,0.055,2420,0,0.0,-0.1225,1.0,-0.1999999999999993,0,1
2020-11-01,0.11679701768800044,-0.3,-0.0553,-0.155639035764074,8.2,15.7,-1.0846029165645632,0.0406746031746031,0.0625,0.145,0.059,2016,0,0.0,-0.0558,2.0999999999999996,-0.20000000000000107,0,1
2020-12-01,-0.017015286886007175,-0.3,-0.0915,0.565210765321208,8.2,15.2,-1.1873435081050019,0.0067114093959731,0.0402684563758389,0.093,0.03,298,0,0.0,-0.036199999999999996,-0.5,0.0,0,1
2021-01-01,0.001027786402005404,0.9,-0.0636,1.69719016515859,8.3,15.3,-1.2816432404148514,0.0342124019957234,0.0555951532430506,0.14,0.043,1403,0,1.2,0.027899999999999994,0.10000000000000142,0.10000000000000142,0,1
2021-02-01,0.02234400697300032,0.9,0.0644,3.49043998910648,8.2,15.6,-1.3632889686380736,0.0312572354711738,0.0606621903218337,0.124,0.071,4319,0,0.0,0.128,0.29999999999999893,-0.10000000000000142,0,1
2021-03-01,0.8785371879259998,1.3,0.1478,6.23197932583945,8.2,18.5,-0.596374731816752,0.0295358649789029,0.0689170182841068,0.161,0.086,2133,0,0.4,0.08339999999999999,2.9000000000000004,0.0,0,1
2021-04-01,0.8970359829740033,1.6,0.205,9.32803072432349,8.2,19.5,0.18252875756506626,0.031934306569343,0.0866788321167883,0.121,0.101,1096,0,0.30000000000000004,0.0572,1.0,0.0,0,1
2021-05-01,0.893413596179002,2.0,0.3769,10.6042533292514,8.1,22.0,0.9524654059973159,0.0265256909664255,0.0571322574661472,0.13,0.08,5391,0,0.3999999999999999,0.17190000000000003,2.5,-0.09999999999999964,0,0
2021-06-01,0.7401630957639895,1.9,0.3038,11.1982653845158,7.9,26.9,1.5649595125848066,0.0178940961655508,0.0446743761412051,0.085,0.056,8215,0,-0.10000000000000009,-0.0731,4.899999999999999,-0.1999999999999993,0,0
2021-07-01,0.7151880387749969,2.2,0.164,11.7012945004032,7.6,29.9,2.1493727900474084,0.0274893097128894,0.0580329871716554,0.087,0.095,1637,0,0.30000000000000027,-0.1398,3.0,-0.3000000000000007,0,0
2021-08-01,0.7086761579060123,3.0,0.0598,11.9132474641163,7.5,30.9,2.725146006054956,0.0234082397003745,0.0430711610486891,0.107,0.059,1068,0,0.7999999999999998,-0.10420000000000001,1.0,-0.09999999999999964,0,0
2021-09-01,0.3192593236819903,3.4,0.1967,12.7498461018769,7.3,33.0,2.910202536802956,0.0245851259987707,0.0706822372464658,0.068,0.072,1627,0,0.3999999999999999,0.13690000000000002,2.1000000000000014,-0.20000000000000018,0,0
2021-10-01,0.29479960276900385,4.1,0.3523,14.4573662964709,7.2,39.9,3.0701385789024584,0.0318754633061527,0.0622683469236471,0.083,0.037,1349,0,0.6999999999999997,0.1556,6.899999999999999,-0.09999999999999964,0,0
2021-11-01,0.2874071690149975,4.9,0.3124,15.4079086509101,7.1,39.2,3.22245840541423,0.0330188679245283,0.0631349782293178,0.133,0.062,2756,0,0.8000000000000007,-0.03989999999999999,-0.6999999999999957,-0.10000000000000053,0,0
