date,gdp_diff,cpi,interest,ppi,une,lm_positive,lm_negative,vader_positive,vader_negative,words_count,recession,cpi_diff,une_diff,ppi_diff,interest_diff
2010-07-01,10408.799999999814,1.7333333333333334,3.5146333333333337,3.33965985041457,10.3,0.0352009440813916,0.0611855399893161,0.1251904761904761,0.0727619047619047,3134.619047619048,0,0.1333333333333333,-0.09999999999999964,-0.6676128267013866,-0.3269666666666664
2010-10-01,14932.0,2.0,3.707033333333333,4.163089870415186,10.266666666666667,0.028038072724553,0.0536534400357109,0.1141818181818181,0.0679393939393939,3053.7272727272725,0,0.2666666666666666,-0.033333333333333215,0.8234300200006164,0.19239999999999924
2011-01-01,20352.80000000028,2.466666666666667,4.302833333333333,5.816646128353374,10.166666666666666,0.0264876616471205,0.0520490000836877,0.0951612903225806,0.0763548387096774,3497.3548387096776,0,0.4666666666666668,-0.10000000000000142,1.6535562579381873,0.5958000000000001
2011-04-01,22.899999999906868,2.733333333333333,4.469333333333334,6.888578298046063,10.066666666666666,0.0303704957672804,0.0590178149613109,0.1179148936170212,0.078531914893617,2848.595744680851,0,0.26666666666666616,-0.09999999999999964,1.0719321696926896,0.16650000000000098
2011-07-01,2956.0,2.733333333333333,4.283166666666666,7.059583219005806,10.333333333333334,0.0297564932382144,0.0506009125566185,0.1175384615384615,0.059076923076923,3003.769230769231,1,0.0,0.2666666666666675,0.17100492095974307,-0.1861666666666677
2011-10-01,-10048.600000000091,2.9333333333333336,4.1887,5.590246386130777,10.7,0.0311239877413697,0.0592619979592614,0.1196363636363636,0.0783333333333333,3336.3636363636365,1,0.20000000000000062,0.36666666666666536,-1.4693368328750296,-0.09446666666666648
2012-01-01,-4930.600000000093,2.7000000000000006,3.644733333333333,3.5971989110834834,11.066666666666668,0.024183678762223,0.0513388187127243,0.098,0.071076923076923,3520.6153846153848,1,-0.23333333333333295,0.3666666666666689,-1.9930474750472933,-0.5439666666666669
2012-04-01,-6380.0,2.466666666666667,3.4378333333333337,1.3516883736359069,11.4,0.0315453382749585,0.0555854031323301,0.1199117647058823,0.0676176470588235,2881.0882352941176,1,-0.23333333333333384,0.33333333333333215,-2.2455105374475766,-0.2068999999999992
2012-07-01,-2846.600000000093,2.533333333333333,2.891766666666667,0.8972694567638296,11.633333333333333,0.0319616159840177,0.0563456851180704,0.1195882352941176,0.0722941176470588,2838.764705882353,1,0.06666666666666643,0.2333333333333325,-0.45441891687207725,-0.5460666666666669
2012-10-01,-10196.899999999909,2.3000000000000003,2.2170666666666667,1.0165404611238755,11.933333333333332,0.0298824819385165,0.0538258493427501,0.1178484848484848,0.0761515151515151,3111.878787878788,1,-0.23333333333333295,0.29999999999999893,0.1192710043600459,-0.6747000000000001
2013-01-01,-8772.0,1.8666666666666665,2.7596000000000003,0.5033674348767464,12.199999999999998,0.0333842878431315,0.0564527789691284,0.130074074074074,0.0661111111111111,2832.814814814815,1,-0.4333333333333338,0.2666666666666657,-0.5131730262471291,0.5425333333333335
2013-04-01,12765.100000000091,1.4,2.8705,-0.004380089486887,12.166666666666666,0.0302224657635842,0.058189006254064,0.1177073170731707,0.0776585365853658,2787.560975609756,0,-0.46666666666666656,-0.03333333333333144,-0.5077475243636334,0.11089999999999955
2013-07-01,7467.0,1.3333333333333333,3.2016000000000004,0.5509716378236652,12.1,0.0327996997011062,0.0568944503616236,0.1202692307692307,0.0618461538461538,2464.153846153846,0,-0.06666666666666665,-0.06666666666666643,0.5553517273105522,0.3311000000000006
2013-10-01,6250.600000000093,0.7999999999999999,3.215666666666667,0.2092416480863006,12.033333333333331,0.033992638860909,0.0581095026400013,0.1265675675675675,0.0689189189189189,2724.2162162162163,0,-0.5333333333333333,-0.0666666666666682,-0.34172998973736457,0.01406666666666645
2014-01-01,10115.5,0.6666666666666666,3.062533333333333,0.58529839239571,11.966666666666669,0.033257125026531,0.0554100003292521,0.1273333333333333,0.0641904761904762,2586.714285714286,0,-0.1333333333333333,-0.06666666666666288,0.3760567443094094,-0.1531333333333338
2014-04-01,5397.399999999907,0.5666666666666667,2.4803333333333337,1.5697895068928365,11.7,0.0310418870058862,0.0588657343691816,0.1266129032258064,0.0651612903225806,3534.0967741935483,0,-0.09999999999999998,-0.26666666666666927,0.9844911144971265,-0.5821999999999994
2014-07-01,10829.100000000091,0.3666666666666667,1.9988666666666663,1.197484734576664,11.566666666666668,0.0330384013770934,0.0610196837182909,0.1278695652173913,0.0674347826086956,2977.1739130434785,0,-0.19999999999999996,-0.13333333333333108,-0.37230477231617254,-0.4814666666666674
2014-10-01,9846.0,0.1666666666666666,1.584933333333333,-0.1127702048887553,11.533333333333331,0.0353841822340701,0.0591539106180217,0.1343928571428571,0.06175,2627.75,0,-0.2000000000000001,-0.03333333333333677,-1.3102549394654193,-0.41393333333333326
2015-01-01,16367.799999999814,-0.3333333333333333,1.1434666666666666,-2.7777951565288035,11.333333333333334,0.0347270635760406,0.0561434438675442,0.1278235294117647,0.0521176470588235,3911.176470588235,0,-0.4999999999999999,-0.1999999999999975,-2.6650249516400484,-0.44146666666666645
2015-04-01,10805.700000000186,0.4333333333333333,1.2829666666666666,-2.44827964624164,11.133333333333333,0.0328517400598888,0.0595016907039936,0.13632,0.06468,3329.2,0,0.7666666666666666,-0.20000000000000107,0.3295155102871634,0.13949999999999996
2015-07-01,10943.899999999909,0.3666666666666667,1.4672666666666665,-2.9622699369249266,10.733333333333334,0.0318432085116681,0.0569659374328823,0.1408,0.0532666666666666,2571.5333333333333,0,-0.0666666666666666,-0.3999999999999986,-0.5139902906832865,0.1842999999999999
2015-10-01,11306.200000000186,0.2666666666666666,1.1832333333333334,-2.7866002775752405,10.633333333333333,0.0323095965008656,0.0552959824070755,0.1231025641025641,0.0642564102564102,2800.871794871795,0,-0.10000000000000009,-0.10000000000000142,0.17566965934968604,-0.28403333333333314
2016-01-01,14057.799999999814,0.0666666666666666,1.0277333333333334,-2.116323209169503,10.433333333333334,0.0304869701635371,0.0561819410641861,0.1171304347826086,0.0618260869565217,2566.086956521739,0,-0.2,-0.1999999999999993,0.6702770684057375,-0.15549999999999997
2016-04-01,6241.299999999814,-0.1333333333333333,0.9384666666666668,-2.0891347159628832,10.233333333333333,0.0308947572006278,0.0571423513542588,0.1200967741935483,0.0666451612903225,2781.2903225806454,0,-0.1999999999999999,-0.20000000000000107,0.027188493206619757,-0.0892666666666666
2016-07-01,11338.30000000028,0.2666666666666666,0.6561,-0.9963878864821496,9.933333333333334,0.0318430864573403,0.0570272321006161,0.14145,0.0674,2721.9,0,0.3999999999999999,-0.29999999999999893,1.0927468294807337,-0.28236666666666677
2016-10-01,18893.799999999814,0.7333333333333334,1.0953666666666666,1.4145926003172995,9.8,0.0348187488188141,0.0617279191663678,0.1500857142857143,0.0714857142857142,2510.828571428572,0,0.4666666666666668,-0.13333333333333286,2.410980486799449,0.4392666666666666
2017-01-01,18126.100000000093,1.7333333333333334,1.4004333333333332,4.644509608761964,9.566666666666666,0.0330035596239753,0.0567491296490103,0.1319411764705882,0.0628529411764705,2620.9411764705883,0,1.0,-0.23333333333333428,3.229917008444664,0.3050666666666666
2017-04-01,20590.299999999814,1.5333333333333332,1.168,3.8985095394550666,9.233333333333334,0.0331888024611914,0.0565341482159791,0.1319999999999999,0.0608571428571428,2568.1428571428573,0,-0.20000000000000018,-0.33333333333333215,-0.7460000693068971,-0.23243333333333327
2017-07-01,18108.700000000183,1.4666666666666668,1.1219333333333334,3.4500284772391936,9.0,0.0321978556719135,0.0551000081608539,0.1169310344827586,0.0586551724137931,2629.0344827586205,0,-0.06666666666666643,-0.23333333333333428,-0.448481062215873,-0.04606666666666648
2017-10-01,22242.399999999907,1.4,0.9914,3.8395676969676074,8.766666666666667,0.031873254992423,0.0584011688363829,0.1179444444444444,0.06175,2616.1944444444443,0,-0.06666666666666687,-0.2333333333333325,0.38953921972841377,-0.1305333333333335
2018-01-01,1870.100000000093,1.2666666666666666,1.1568,3.00365601178584,8.633333333333333,0.0319836291792724,0.0580036048226951,0.1212857142857142,0.0588928571428571,2631.928571428572,0,-0.1333333333333333,-0.13333333333333464,-0.8359116851817672,0.1654000000000001
2018-04-01,12957.0,1.7333333333333334,1.2163333333333333,4.472547945421909,8.333333333333334,0.0300091706441735,0.0571860846042644,0.1236071428571428,0.0671785714285714,3606.392857142857,0,0.4666666666666668,-0.29999999999999893,1.468891933636069,0.059533333333333216
2018-07-01,1753.8999999999069,2.1333333333333333,1.2946666666666669,5.619225711306837,8.033333333333333,0.0346964492102539,0.0552299613718289,0.1251,0.0553499999999999,2364.7,0,0.3999999999999999,-0.3000000000000007,1.1466777658849274,0.07833333333333359
2018-10-01,15027.700000000186,1.9,1.391133333333333,4.475339336822773,8.0,0.0332237637505205,0.0557277340409191,0.1284722222222222,0.0615555555555555,2551.75,0,-0.2333333333333334,-0.033333333333333215,-1.1438863744840635,0.09646666666666626
2019-01-01,19690.600000000093,1.4333333333333331,1.1043,2.6195071730651067,7.833333333333333,0.0335705893235847,0.0520167897598831,0.1270666666666666,0.0545666666666666,2476.366666666667,0,-0.4666666666666668,-0.16666666666666696,-1.8558321637576665,-0.28683333333333305
2019-04-01,5514.0,1.4,0.7987333333333333,2.0470314136299166,7.666666666666667,0.0354263958346829,0.0557648223590837,0.1352307692307692,0.0545,2154.692307692308,0,-0.033333333333333215,-0.16666666666666607,-0.5724757594351901,-0.30556666666666676
2019-07-01,6523.299999999814,0.9333333333333332,0.168,0.2731243662772279,7.5,0.0299354932029374,0.0548471511940013,0.1069411764705882,0.0553529411764705,2525.176470588235,0,-0.4666666666666667,-0.16666666666666696,-1.7739070473526888,-0.6307333333333333
2019-10-01,-1717.3999999999069,1.0,0.2667666666666666,0.1094391145459974,7.5,0.0292057878328148,0.0547012333164197,0.1251764705882353,0.0608823529411764,2932.0,1,0.06666666666666676,0.0,-0.1636852517312305,0.09876666666666659
2020-01-01,-94640.3999999999,1.1,0.2726,0.4021288582714576,7.366666666666667,0.028929106015302,0.0575922763087203,0.12895,0.0629,2549.25,1,0.10000000000000009,-0.13333333333333286,0.2926897437254602,0.0058333333333334125
2020-04-01,-301326.5,0.2333333333333333,0.4610666666666667,-2.789342288999657,7.7,0.0328743538209281,0.0667750587358824,0.1128666666666666,0.0811333333333333,2381.333333333333,1,-0.8666666666666668,0.33333333333333304,-3.191471147271115,0.18846666666666667
2020-07-01,289518.7999999998,-0.0333333333333333,0.1680666666666666,-0.9617051050919264,8.566666666666666,0.0289932884804241,0.0602506981773014,0.1133499999999999,0.06885,2659.9,0,-0.2666666666666666,0.8666666666666663,1.8276371839077306,-0.2930000000000001
2020-10-01,-8286.0,-0.3,-0.0487666666666666,-0.0537286427954903,8.266666666666666,0.0306608679205154,0.0604163841829953,0.122,0.0679629629629629,2766.851851851852,0,-0.2666666666666667,-0.3000000000000007,0.9079764622964361,-0.21683333333333318
2021-01-01,-3387.399999999907,1.0333333333333334,0.0495333333333333,3.806358732340177,8.200000000000001,0.0308292379586312,0.0598267597901221,0.1193684210526316,0.0654736842105263,2491.5263157894738,0,1.3333333333333335,-0.06666666666666465,3.860087375135667,0.09829999999999989
2021-04-01,56675.5,1.8333333333333333,0.2952333333333333,10.378693566607724,8.0,0.0299750481673762,0.0561418453362274,0.1220526315789473,0.0646315789473684,2583.2631578947367,0,0.7999999999999998,-0.20000000000000107,6.572334834267547,0.2457
2021-07-01,59177.29999999981,2.8666666666666667,0.1401666666666666,12.121459818353133,7.466666666666666,0.0293732426094739,0.0596309565124262,0.1068333333333333,0.0718333333333333,2867.583333333333,0,1.0333333333333334,-0.5333333333333341,1.7427662517454081,-0.15506666666666669
2021-10-01,6906.300000000279,4.666666666666667,0.3146,15.119771406805263,7.133333333333333,0.0305070940770504,0.0558531259717303,0.1081515151515151,0.0615151515151515,2920.696969696969,0,1.8000000000000003,-0.33333333333333304,2.9983115884521307,0.17443333333333338
